model_name,fold,best_epoch,validate_accuracy,validate_precision,validate_recall,validate_f1,validate_auroc,validate_average_precision,validate_TN,validate_FP,validate_FN,validate_TP,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_average_precision,test_TN,test_FP,test_FN,test_TP
resnet3d-50,4,8,0.8609715104103088,0.3472222089767456,0.75,0.474683552980423,0.8990493416786194,0.4834834337234497,953,141,25,75,0.831811249256134,0.30249109864234924,0.7727272510528564,0.43478259444236755,0.8779899477958679,0.3921462893486023,1008,196,25,85
vivit_pretrained,1,45,0.8832054734230042,0.395061731338501,0.2666666805744171,0.31840795278549194,0.8134852647781372,0.33723288774490356,1004,49,88,32,0.901065468788147,0.4038461446762085,0.38181817531585693,0.3925233781337738,0.8193672895431519,0.32699429988861084,1142,62,68,42
vivit_pretrained,2,4,0.9073171019554138,0.5,0.2631579041481018,0.3448275923728943,0.8568980693817139,0.39140477776527405,1086,30,84,30,0.8926940560340881,0.2876712381839752,0.19090908765792847,0.2295081913471222,0.7694427967071533,0.23001714050769806,1152,52,89,21
vivit_pretrained,3,6,0.8474441170692444,0.301980197429657,0.5495495200157166,0.389776349067688,0.8174511194229126,0.3358038663864136,1000,141,50,61,0.8340943455696106,0.2589285671710968,0.5272727012634277,0.34730538725852966,0.8003020882606506,0.2786514163017273,1038,166,52,58
vivit_pretrained,4,17,0.8425460457801819,0.30000001192092896,0.6600000262260437,0.4124999940395355,0.8703382015228271,0.38080042600631714,940,154,34,66,0.8295281529426575,0.27559053897857666,0.6363636255264282,0.38461539149284363,0.8419057726860046,0.31651219725608826,1020,184,40,70
vivit_random,1,38,0.8976982235908508,0.0,0.0,0.0,0.6987336874008179,0.19846300780773163,1053,0,120,0,0.9162861704826355,0.0,0.0,0.0,0.6826638579368591,0.1781539022922516,1204,0,110,0
vivit_random,2,46,0.9073171019554138,0.0,0.0,0.0,0.7430123090744019,0.22170831263065338,1116,0,114,0,0.9162861704826355,0.0,0.0,0.0,0.6798022389411926,0.13317538797855377,1204,0,110,0
vivit_random,3,48,0.9113418459892273,0.0,0.0,0.0,0.6584392786026001,0.13704247772693634,1141,0,111,0,0.9162861704826355,0.0,0.0,0.0,0.6594533324241638,0.12829360365867615,1204,0,110,0
vivit_random,4,50,0.9162479043006897,0.0,0.0,0.0,0.7576599717140198,0.22631020843982697,1094,0,100,0,0.9162861704826355,0.0,0.0,0.0,0.7105708122253418,0.1782253086566925,1204,0,110,0
vivit_random_3ch,1,16,0.8976982235908508,0.0,0.0,0.0,0.702627420425415,0.18372900784015656,1053,0,120,0,0.9162861704826355,0.0,0.0,0.0,0.6723724603652954,0.14077334105968475,1204,0,110,0
vivit_random_3ch,2,34,0.9073171019554138,0.0,0.0,0.0,0.7371644377708435,0.22935152053833008,1116,0,114,0,0.9162861704826355,0.0,0.0,0.0,0.6824977993965149,0.1392066925764084,1204,0,110,0
vivit_random_3ch,3,31,0.9113418459892273,0.0,0.0,0.0,0.6711751222610474,0.14150363206863403,1141,0,111,0,0.9162861704826355,0.0,0.0,0.0,0.6368695497512817,0.12448006123304367,1204,0,110,0
vivit_random_3ch,4,45,0.9154103994369507,0.0,0.0,0.0,0.7241042256355286,0.2184005230665207,1093,1,100,0,0.9162861704826355,0.0,0.0,0.0,0.6830263137817383,0.14902006089687347,1204,0,110,0
